local_id	name_heb	name_rom	wikidata_qid	lat	lon	occurrences	n_editions	editions	context	kind
ED::מאגלגיצא	מאגלגיצא					4	1	Toldot-Haniflaot	"…לים שהיו אז היו אומרים שהיה נשמת משרע״ה, ובא לעולם רק לומר תירוץ על חטא משה, (ובפירוש שמעתי פ״א ממרן הק׳ ז״ל ממאגלגיצא שהיה מדבר ממנו, ואמר בז״ל מיין ברודעריל משה רבינו) וגם אומרים כי כ״ז שהיה מרן הצדיק בעל נועם אלימלך בעולם, הי… ⟦SEP⟧ …מצאו אותו בשדה עם עוד נערים מנערי העיר שעשו יחד עבירות חמורות ונתגלה קלונם, והיה קץ לעונם וחטאתם, ואני הייתי במאגלגיצא כשהיה הדבר הזה והייתי מכיר את הנער מקודם, וגם ⟦SEP⟧ סה שמעתי מבניו של הה״צ ר׳ עמנואל ז""ל ששמעו מאביהם ז״ל כי פ״א היה במאגלגיצא קודם חג הפסח, ואז היה עני שלא היה לו שום אופן וסיבה שיהיה לו ערבי פסח המרובים ולא היה דרכו להתנצל לפני מורו ז… ⟦SEP⟧ …י צדיק פלוני הוא בחי׳ צדיק דלתתא אשר מחלתו הוא עפ״י הטבע וצריך לרפואות פי הטבע ולכן נצרך לדאקטורים, אבל הרבי ממאגלגיצא הוא בחי׳ צדיק דלעילא אשר מחלתו אינו ע״פ הטבע, וגם רפואתו אינו ע״פ הטבע, ואיזה שייכות יש להדאקטורים אליו, כן ש…"	edition_only
ED::פרשעדבארז	פרשעדבארז					4	1	Toldot-Haniflaot	"… וכן סיפר על כל הצדיקים שהיו מנשאים אותו, ומצווים אותו להיות מנהיג ורבי, ואחרון שבהם היה הרב הגאון הצדיק ר״י מפרשעדבארז ז״ל כשהיה אצלו אמר לפניו דאיתא במדרש ע״פ הניקה בנים שרה שאמר לאברהםשרה גלי דדיך לא עת צניעות הוא, וכן אני אומ… ⟦SEP⟧ …מי והסתכל בפני הרב, ואח״כ שאל אותו מי הוא, ואמר כי פניו ניכר אליו קצת ואין ידוע לו מהיכן, ואמר לו הרב כי הוא מפרשעדבארז, ושאל אותו ואמר יאמר נא בן מי הוא כבודו, ואז אמר לו כי הוא בן ההק' הגאון ר״י ז״ל משם, וא״ל כי הלא אנכי רגיל ל… ⟦SEP⟧ … ומתעקש בשביל זה בשביל כלל ישראל, ושמעתי אומרים כי עש""ק קודם הסתלקותו, כאשר בא אז ההק' סבא קדישא ר׳ משה זצ״ל מפרשעדבארז אליו לבקרו, אמר לו יאמר נא מר אלי מה הוא הדבר אשר כבוד קדושתו מתעקש כ״כ עליו, אולי אוכל גם אנכי לסייע למר ולא… ⟦SEP⟧ הה""ק המפורסם ר׳ עמנוואל זצ""ל מפרשעדבארז, בן הה״ק הגאון ז״ל משם, ישעי׳"	edition_only
ED::גריצא	גריצא					4	1	Toldot-Haniflaot	"מג סיפר הרב החסיד ר׳ מאטיל הרב דק""ק גאוורטשוב אשר בימים הראשונים שהתחיל לנסוע למרן ז״ל למאגלניצא ואז הי׳ דר בגריצא, אירע פ״א ביום הששי קודם התפלה הלך מרן ז״ל הנה והנה, ואמר כי אברך א׳ הוא בסכנה גדולה בנסיעת הדרך לכאן, והיה ר… ⟦SEP⟧ סח ראיתי אגרת מהה""ג הצדיק ר׳ פייבל מגריצא ז״ל, אל מרן ז""ל מנאדרזין בעת שהיה ההק׳ בווארקא שם והיה נחלה בחולי גדול ר""ל, והיה כתוב בדרהאגרת הגם כי זה שלש … ⟦SEP⟧ עח עוד סיפר לי בי פ""א היה נוסע מרן ז""ל לווארשא והוא היה יושב בהמרכבה אצלו, וכאשר הגיע כמו תחום שבת מגריצא צוה להעתיק וילון המרכבה לכסות בעדם ולעבור דרך"	edition_only
H-LOC_193	סטאבניץ	Stopnica	Q986052	50.4406629	20.938154	3	2	Peulat-Hatzadikim; Shlosha-edrei-zon	"…ובדיחא דעתי' ותיכף ישב אצל השלחן טרם יכבדהו אמר לו הרב ר׳ אביש אני ראיתי את מע׳ בקרשעשוויץ כשהי׳ הרב ר׳ מאיר מסטאבניץ שם ואז היה אב""ד דק׳ אפטא ואמר לו זוכר אני. וצוה ר' אביש לנערו להביא כסא להושיב את ר' בעריש אצלו ולא רצה אמר ר… ⟦SEP⟧ …תלמידים שיש לי שאינם שובחים מפחד ד׳ אף מינוט אחד הלא המה הוא ור׳ קלמן מע""ח הוא הק׳ בעל מאוד ושמש] ור׳ מאיריל מסטאבניץ [הוא הק׳ בעל אור לשמים וכמו רבע שעה עברה חזר הה״ק רצ״ה ודפק בקול ממה דקה בהפתח ויספר המשרת להרב ויאמר יבנוס ו… ⟦SEP⟧ וכן פי׳ הה״ק ר׳ מאיר מסטאבניץ זצ״ל הפסוק סומך ד׳ לבל הנופלים וזוקף לבל הכפופים ודקדק דלכאורה הי׳ לו לכתוב לשון שמיבה אצל הכפופים ולשון זקיפ…"	authority
H-LOC_248		Derazhne		50.86666667	26.05	3	2	Khal-Hasidim; Shivhei-Habesht	"…או ולא השיגו הגנב ושלח הסוחר אגרת להבעש״ט וכשבא השליח להבעש״ט ומצא אותו שהוא עומד אצל המזוזה ורוצה לנסוע לק""ק דראזנע על ב״מ כי כיבדו אותו במצות מילה וקיבל האגרת מן השליח ואמר לו המתין עד שאחזור והמתין השליח והבעש""ט לן בדרך ובה… ⟦SEP⟧ …או ולא השיגו הגנב ושלח הסוחר אגרת להבעש״ט וכשבא השליח להבעש״ט ומצא אותו שהוא עומד אצל המזוזה ורוצה לנסוע לק""ק דראזנע על ב״מ כי כיבדו אותו במצות מילה וקיבל האגרת מן השליח ואמר לו המתן עד שאחזור והמתין השליח והבעש״ט לן בדרך ובהי…"	authority
H-LOC_296		Verkhneye Krivche		48.7	26.11666667	3	2	Khal-Hasidim; Shivhei-Habesht	"מעשה שהי' שנס ובא לעיר קריבוש והי' אב""ד בעיר הנ""ל הרב החסיד ר' אבא שהי׳ אח״כ אב""ד בק""ק שדה לבן והיה אצל אב""ד הנ""ל אורח מחותן שלו והיו מפלפל… ⟦SEP⟧ מעשה שהי' שנסע ובא לעיר קריבוש והי׳ אב""ד בעיר הנ""ל הרב החסיד ר׳ אבא שהיה אח״כ אב""ד בק""ק שדה לבן והיה אצל אב""ד הנ""ל אורח מחותן שלו והיו מפלפל…"	authority
H-LOC_299	אוסטרעפאליע		Q1012604			3	1	Sipurim-Nehmadim	בעיר לובער פלך זיטאמיר היה שם עשיר אחד והיה לו אוהב וידיך נאמן בעיר אוסטרעפאליע ומשם לעיר לובער בערך עשרים ושנים וויערסט פ״א נולד בן זכר אצל ידו הנ״ל בעיר אוסטרעפאליע והיה הברית מילה ביום ו…	authority
H-LOC_469	טשערין		Q161980			3	1	Kokhvei-Or	"ר׳ מענדיל ז""ל מכפר הסמוך לטשערין היה איש עוסק במו""מ כל ימיו ויראתו ועבודתו ובפרט עבודת התפלה שלו היה נשגב ועצום מאד. כי היה מתפלל במסירת נפש ו… ⟦SEP⟧ … לשער וכן שאר כל אנשיו כמו ר' נפתלי ז""ל מנעמרוב ור׳ יחיאל אחיו והרב ר׳ אהרן ז""ל מברסלב הרב ר׳ שמואל יצחק ז""ל מטשערין הרב ר' ישעי' שלום ז""ל ממעדוועדובקא הרב ר׳ יצחק ז""ל מחארשטשיוואטע הרב ר' עירא ז""ל (שהי׳ אח""כ במדינת וואלכייא) …"	authority
H-LOC_505	טוריסק		Q1996528			3	2	Maim-Rabim; SipurimUmaamarimYekarim	"…ק ר׳ דוד לייקעס זצוק""ל. והוליד ממנה חמשה בנים הקדושים המפורסמים. ה״ה. הרה״ק ר׳ נחום ממקארוב. והרה״ק ר׳ אברהם מטוריסק. והרה״ק ר׳ דוד מטאלנע. והרה״ק ר׳ יצחק מסקווירא. והרה״ק ר׳ יוחנן מרחמיסטריווקע זצוק""ל. ופ""א דיבר אדמו״ר הרה״ק … ⟦SEP⟧ *) א״ה ביותר יובנו הדברים עפ""י מש״כ בס׳ מגן אברהם (להה״ק המגיד מטריסק זצוקללה""ה) להלולא דמר אביו הה״ק זצוקללה""ה וז""ל איתא בזוה״ק (משפטים דצ""ד ע״ב) נ כד ב״אתיליד יהבין לי׳ נפש. זכה… ⟦SEP⟧ … הלא הוא מורינו ורבינו מו״ה ר׳ דוב זללה״ה נפטר שבר׳ אברהםנת תקל״ג י״ט כסלו״. ועי׳ בס׳ מגן אברהם לרבינו הקדוש מטריסק לרמזי פורים שמעתי מאאמו״ר זצוקל״ל שאמר שבעת שהי' בהאניפאלע על קברי הצדיקים הרב המגיד הגדול והה״ק ר׳ זוסיא והה…"	authority
H-LOC_638	אטשאקעוו		Q850072			3	2	Adat-Zadikim; Khal-Hasidim	…מה ובעת ההוא היתה מלחמת קאטארינע על עיר אטשאקעו. ויאמר אליו הקפיטאן הנה קבלתי היום פקודה כי אסע למקום המלחמה לאטשאקעוו ובידי יש עשרת אלפים אדומים ואין רצוני להובילם אתי אל מקום המלחמה פן אמות שם וזרע אין לי ולמי ישאר כל ההון הזה… ⟦SEP⟧ …חד רוצה לכנוס אליו ויאמר יכנוס. ויבא האדון אליו והנה הוא קאפיטאן גדול מבעלי מלחמה ובעת ההיא היתה מלחמה על עיר אטשאקעוו. ויאמר אליו הקפיטאן הנה קבלתי היום פקודה כי אסע למקום המלחמה לאטשאקעוו ובידי יש עשרת אלפים אדומים ואין רצוני …	authority
H-LOC_645	שעפס		Q928392			3	1	shivheiZadikim	"…זאב וואלף מזיטאמיר יג מהה״ק ר׳ יעי״צ הרבי מלובלין יד מהה״ק היהודי מפרשיסחא טו מהה״ק ר' מאיר הלוי הורוויץ הרב משעפס טז מהה״ק ר׳ דוד מלעלוב יז מהה״ק הרבי ר׳ שמואל מקארוב יח מהה״ק הרבי ר' אפרי' פישלע מסטריקאוו יט מהה״ק ר׳ שמואל… ⟦SEP⟧ עוד זאת היה מנהג בק' שעפס. שהיה חדר שלו שעסק בו בתורה יעבודה בפאליש של הבהכ״נ. ושם היה בית המשפט וההוראה ודירתו עבור הרבנית וב""ב כולם ה… ⟦SEP⟧ …משבחי הצדיק הנשגב הזה ועניניו. מאשר סיפרו אנשים שבמחזה אור פניו הכירוהו. ואמרו שהיה רב בק׳ ביזיון הסמוכה לעיר שעפס. וסבת הדבר שנחבר בעיר שעפס הוא מחמת צוואתו. שלפני זמן גדול קודם פטירתו בעברו לפני הב""ע דק׳ שעפס. אמר לפני האנ…"	authority
ED::ליטין	ליטין					3	1	Buzina_Denehora	…מקור מעין חיים פה קדוש הנ״ל. גם כשהראתי הכ״ק למראה עיני כבוד. הרב החסיד המפורסם בנש״ק ר׳ מנחם נחום שליט״א מק׳ ליטין גבר הק׳ רבי ר׳ ברוך ג״ע. נתן עדותו שהן הם דברת קדשו. ורבים מהני מילי מעליותא היו רשומים בזכרונו הטהור ממרן זק… ⟦SEP⟧ סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים טשערניוויצער מן וואליחיי מק' באטישאהן לק׳ מעזיביז. על קבר הבעש״ט. וכשבא לק׳ מעזיבוז. לא …	edition_only
ED::טאלטשין	טאלטשין					3	2	Buzina_Denehora; MaasiyotUmaamarimYekarim	"בעת שנסע מעיר טאלטשין היה ברוגז על אנשים מנגדיו : וירא שלא יענשו עליו ממרומים. פתח את ארון הקודש ואמר הפסוק (תהלים מ״א) בזאת ידעתי … ⟦SEP⟧ מחותנו הרה״ק ר׳ זצוק""ל לשלמה מקארלין ק""ק והלך טאלטשיןהרה״ק ר׳ מן האכסניא שלו אל הרה״ק ר׳ שלמה והלכו ברוךעמו עולם גדול מאנשי וכשפתח הרה״ק ר׳ טאלטשיןשלמהאת הפתח נרתת…"	edition_only
ED::ק׳ ליטין	ק׳ ליטין					3	1	Buzina_Denehora	סיפר ר׳ אביגדר מק׳ ליטין שנסע הרב הק' ר׳ חיים טשערניוויצער מן וואליחיי מק' באטישאהן לק׳ מעזיביז. על קבר הבעש״ט. וכשבא לק׳ מעזיבוז. לא …	edition_only
ED::תוב״ב	תוב״ב					3	2	Buzina_Denehora; Sipurim-Nehmadim	"…הקודש אשר שלח הרב הקדוש רבי ר' ברוך ממעזיביז נ""ע להרב הקדוש המפורסם מוהר״ר מנחם מענדיל זצלה""ה מוויטיפסק לאה״ק תוב״ב ⟦SEP⟧ בעזרת השם יתברך יום ג׳ מרחשון תקס״א לפ""ק פה אה״ק טבריא תוב״ב ⟦SEP⟧ … חיים ועוד כמה ספרים וז״ל אזכיר בכאן דבר נפלא אחת שראיתי בהרב הגאון אמיתי חסיד אמת הרב דק""ק זלאטשוב ע״כ באה״ק תוב״ב זי״ע ועכ״י (הוא הרה״ק ר׳ ישכר בער בעל המחבר ספר מבשר צדק ובת עיני) שבא לפניו נער אחד לשאול שאלה ומעט דקין מן …"	edition_only
"ED::דק""ק"	"דק""ק"					3	3	Dvarim-Yekarim; Maim-Rabim; Shemen-Hatov	"…שיח מכבוד קדושת אדמו״ר הרה״צ הגדול גאון מפורסם פאר הדור צנא מלא ספרא מו״ה ברוך צבי הירש ראזענבלום זצלה""ה אב""ד דק""ק פעטרקוב והגליל יע""א. ⟦SEP⟧ …אבותי כי נתגדלתי ונתרבתי אצל כבוד דודי הרב הגאון החסיד הגדול איש אלקים מופת הדור רבן של כל בני הגולה ה""ה אב""ד דק""ק ניקלשפורג הבירה והמדינה יצ""ו ידעתיו שכל הנהגותיו היו כך ומוטל עלי לילך בעקבותיו הטהורים כדרך שאמרו בגמרא רוב … ⟦SEP⟧ …ע״ק מעזריטש גדול וק""ק קארעץ : ואח""ז העתיק שם עוד מכתב הפסק הלז וכו׳ הק׳ יחיאל מיכל בהרב המנוח מ׳ יצחק ז""ל מ״מ דק""ק זלאטשוב. עוד העתק מכתב הנה מדי עברי פה ק""ק ראוונא והי׳ למראה עיני כו׳ מכבוד אח״מ הרב המפורסם המנוח מו״ה יחיאל…"	edition_only
ED::פרעה	פרעה					3	3	Dvarim-Yekarim; Maasiot-veSihot-Zadikim; Tiferet-Hayyim	"… ולא לפניה אחרת. והב׳ לשבות האדם ממלאכה בשבת שבזה יש הנאה לאדם שנח ושובת ממלאכה. וכבר ידוע מ״ש רז""ל שמשה שאל לפרעה שיתן להם לישראל יום אחד בשבוע שינוחו ממלאכת הלבנים כדי שיהי׳ להם כח לעשות מלאכה יתירה בששה ימים אחרים ונתן לה… ⟦SEP⟧ פ׳ יתרו ואת שני בני' אשר שם הא׳ גרשם כי אמר גר הייתי באר' גברי׳ ושם האחד אליעזר כי וגו׳ ויצילני מהרב פרעה יש לדקדק בהפסוקים א׳ מדוע בשם נרשם כתבה התורה הקדושה כי אמר ולא כן בשם אליעזר וגם דקדוק ב׳ מדוע לא נכתב ושם ה… ⟦SEP⟧ לא תאספון לתת תבן. לפי פשיטות המאמר היה ראוי לומר לא תוסיפון בוי״ו. אך התורה הקדושה באה לרמז לנו כי ידוע שפרעה הניח להם יום א׳ חירות משעבוד העבודה רק משרע״ה בחר להם יום השבת למנוחה. והי׳ דרכם ביום ההוא להתאסף ביחד למשה ו…"	edition_only
