name,source_edition,occurrences,editions,place_ref,context,_match_status,_match_method,_confidence,_person_id,_person_name_he,_person_name_en,_candidates
"בעמה""ח תולדות יעקב יוסף",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ הי׳ לומד אצל הרב הק׳ המגיד
                    הגדול ממעזריטש ז""ל מנערות",phonetic,phonetic+trigram,0.667,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.67)|Tsadik_012.020(0.35)
"והרב בת""יי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ הי׳ לומד אצל הרב הק׳ המגיד
                    הגדול ממעזריטש ז""ל מנערות",no_match,no_match,0.0,,,,
"יעקב יוסף בעמה""ח התולדות י""י",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ הי׳ לומד אצל הרב הק׳ המגיד
                    הגדול ממעזריטש ז""ל מנערות",phonetic,phonetic+trigram,0.419,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.42)
"הרי""י",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"הרב האלקי הגאון הקדוש מו' מנחם מענדיל נ""ע
                            מוויטעפסק בעמה""ח ספר פרי
                            הארץ הי׳ לומד אצל הרב הק׳ המגיד
                    הגדול ממעזריטש ז""ל מנערות",no_match,no_match,0.0,,,,
"יחזקאל אבד""ק
                            יאנפאלי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_242,"הרב הקדוש האלקי מופת דורו ופלאו מ' יצחק דראביצר נתקבל למ״מ
                    בק' האריחוב גדולה וישב שם כמה שבועות והי׳ מעשה שקצב א'
                    נשאר ב""ח לבטל הטאקסע והבע״ט לא הי׳ בביתו ומשכנ",no_match,no_match,0.0,,,,
אליעזר מאמשטרדם,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_132,"שמעתי מהרב הנ""ל שהלך הגאון האלקי ר׳אליעזר מאמשטרדם לאה״ק בשביל רב נחמן
                            מהאראדענקי כי אמר כשנהי' שנינו נביא את
                    הגואל וכשבא לאה״ק הלכו שם כל בני העיר
    ",no_match,no_match,0.0,,,,
שמשון בן רב נחמן,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"שמעתי מהרב הנ""ל שהלך הגאון האלקי ר׳אליעזר מאמשטרדם לאה״ק בשביל רב נחמן
                            מהאראדענקי כי אמר כשנהי' שנינו נביא את
                    הגואל וכשבא לאה״ק הלכו שם כל בני העיר
    ",no_match,no_match,0.0,,,,
"יחיאל
                            מיכלמזלאטשוב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_402,"מעשה שהיה בימי הרב הקדוש האלקי ר׳ יחיאל
                            מיכלמזלאטשוב אשר הוכיח איש אחד עבור מדת
                        מדה הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד' ית""ש ואמר לו הרב ה",phonetic,phonetic+trigram,0.778,Tsadik_013.002,אפרים יחיאל מיכל,Yehiel Mikhl,Tsadik_013.002(0.78)
מיכל מזלאשטוב,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_634,"מעשה שהיה בימי הרב הקדוש האלקי ר׳ יחיאל
                            מיכלמזלאטשוב אשר הוכיח איש אחד עבור מדת
                        מדה הבטחון והאיש הנ""ל התנצל לפניו כי הוא בוטח בד' ית""ש ואמר לו הרב ה",phonetic,phonetic+trigram,0.467,Tsadik_013.002,אפרים יחיאל מיכל,Yehiel Mikhl,Tsadik_013.002(0.47)
"מיכל
                            מזלאשוב",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_635,"מעשה שאירע לבן הקדוש של הרב האלקי מו'מיכל
                            מזלאשוב שמו ר׳ יוסף
                            מיאנפלי פעם אחת אנגיד ואתנח ועלה למעלה
                    וטבלו אותו בנהר דינור ו",phonetic,phonetic+trigram,0.615,Tsadik_013.002,אפרים יחיאל מיכל,Yehiel Mikhl,Tsadik_013.002(0.62)
"יוסף
                            מיאנפלי",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"מעשה שאירע לבן הקדוש של הרב האלקי מו'מיכל
                            מזלאשוב שמו ר׳ יוסף
                            מיאנפלי פעם אחת אנגיד ואתנח ועלה למעלה
                    וטבלו אותו בנהר דינור ו",no_match,no_match,0.0,,,,
יוסף מזמיגראד,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_571,"מעשה שאירע לבן הקדוש של הרב האלקי מו'מיכל
                            מזלאשוב שמו ר׳ יוסף
                            מיאנפלי פעם אחת אנגיד ואתנח ועלה למעלה
                    וטבלו אותו בנהר דינור ו",no_match,no_match,0.0,,,,
יעקב יוסף מפולנאה,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_51,"פ""א אצל הרב הק' מ' מיכל
                            מזלאטשוב היה בנו הקטן חולה עד מאוד
                    ומיד הגיע ידיעה להרב הנ""ל איך שבאיזה מדינה רוצים לשרוף ספרים הקדושים של הרב מו'
             ",name_exact,name_exact,0.95,Tsadik_008.001,בעהמ״ח תולדות יעקב יוסף,Ya'akov Yosef,Tsadik_008.001(0.95)
"מוהר""ם",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"פ""א אצל הרב הק' מ' מיכל
                            מזלאטשוב היה בנו הקטן חולה עד מאוד
                    ומיד הגיע ידיעה להרב הנ""ל איך שבאיזה מדינה רוצים לשרוף ספרים הקדושים של הרב מו'
             ",phonetic,phonetic+trigram,0.5,Tsadik_017.003,"מוהר""ש",Shmuel Shmelke Horowitz,Tsadik_017.003(0.50)|Tsadik_012.007(0.50)
"אב וואלף
                            מזבערז",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_16,"מעשה נורא מאת הרב הצדיק הקדוש חסיד ועניו מו""ה זאב וואלף
                            מזבערז :",phonetic,phonetic+trigram,0.45,Tsadik_048.001,זאב וואלף מזיטאמיר,Zeev Wolf ha-levi,Tsadik_048.001(0.45)
"המגיד
                        הגדול",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"ועוד היה דרכו של הרב הנ""ל אשר בכל היארידן הגדולים היה נוסע והיה שוכר חנות ועמד שם
                    כל ימי היאריד ומהות הדבר הראה פעם אחד לתלמידיו אשר הפציר בו מאוד להגיד להם מה
                    ",name_exact,name_exact,0.95,Tsadik_002.001,בער המגיד הגדול ממעזריטש,Dov Ber,Tsadik_002.001(0.95)|Tsadik_002.001(0.95)
מרדכי מטשארנביל,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_31,"ואחר כך לעת זקנתו קבל את הרב הגדול ר׳ עזריאל לו לגבאי ולר׳
                        עזריאל הזה הרכינו ראשם כל הצדיקי׳ גדולים שיברך אותם
                    והוא היה תלמיד חבר להרב הגאון ר' ישראל
      ",phonetic,phonetic+trigram,0.688,Tsadik_014.002,מרדכי מטשארנאביל,Mordekhai Twersky,Tsadik_014.002(0.69)|Tsadik_014.001(0.36)
מאיר מבארדיטשוב,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_134,"עתה נספר אחת אשר סיפר החסיד המפורסם ר' מאיר מבארדיטשוב לפני כבוד קדושת הרב
                    הגדול והקדוש ר' משה מסאווראן אשר הוא ראה את הרה""ק ר׳ ליב שרהעס ביער אצל
                        סוואלק :ו",phonetic,phonetic+trigram,0.615,Tsadik_023.001,הרב הקדוש מפינסק,Levi Yitzhak Drabrimdiker,Tsadik_023.001(0.62)
"הרב
                            מפינסק",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_122,"הנה האיש הנ""ל הר' מאיר היה בן גביר וחתן לגביר
                        בסוואלק הבירה והוא בעצמו היה חריף ושנון והיה לומד
                    בישיבת הגאון מסוואלק והנה כאשר הגדיל
                    האי",name_exact,name_exact,0.95,Tsadik_023.001,הרב הקדוש מפינסק,Levi Yitzhak Drabrimdiker,Tsadik_023.001(0.95)
הרב מקארלין,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_4,"הנה האיש הנ""ל הר' מאיר היה בן גביר וחתן לגביר
                        בסוואלק הבירה והוא בעצמו היה חריף ושנון והיה לומד
                    בישיבת הגאון מסוואלק והנה כאשר הגדיל
                    האי",phonetic,phonetic+trigram,0.5,Tsadik_034.001,שלמה מקארלין,Shlomo Gottlieb,Tsadik_034.001(0.50)|Tsadik_016.001(0.50)
הרב הקדוש מסאווראן,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_90,"הנה האיש הנ""ל הר' מאיר היה בן גביר וחתן לגביר
                        בסוואלק הבירה והוא בעצמו היה חריף ושנון והיה לומד
                    בישיבת הגאון מסוואלק והנה כאשר הגדיל
                    האי",phonetic,phonetic+trigram,0.6,Tsadik_021.002,משה מסאווראן,Moshe Tsvi Giterman,Tsadik_021.002(0.60)
מהר״צ מזידיטשוב,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_92,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",phonetic,phonetic+trigram,0.583,Tsadik_058.002,הצדיק מזידיטשוב,Tsvi Hirsh Eichenstein,Tsadik_058.002(0.58)
"מהור""י יצחק מלובלין",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_56,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",phonetic,phonetic+trigram,0.55,Tsadik_041.001,החוזה מפולין,Ya'akov Yitzhak Horowitz,Tsadik_041.001(0.55)
"הרב
                        הקדוש מלובלין",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_56,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",name_exact,name_exact,0.95,Tsadik_041.001,החוזה מפולין,Ya'akov Yitzhak Horowitz,Tsadik_041.001(0.95)|Tsadik_041.001(0.95)|Tsadik_041.001(0.95)
"הרה""ק נכד הבעש״ט",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",name_exact,name_exact,0.95,Tsadik_001.001,ישראל בעל שם טוב,Israel Besht,Tsadik_001.001(0.95)
יהודא גרשון מראזדיל,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_110,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",no_match,no_match,0.0,,,,
הרב הקדוש מלובלין,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_56,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",name_exact,name_exact,0.95,Tsadik_041.001,החוזה מפולין,Ya'akov Yitzhak Horowitz,Tsadik_041.001(0.95)|Tsadik_041.001(0.95)|Tsadik_041.001(0.95)
"הרב הקדוש
                            ממעזיבוז",Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_55,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",name_exact,name_exact,0.95,Tsadik_001.015,ברוך ממעזביז,Barukh,Tsadik_001.015(0.95)|Tsadik_001.015(0.95)
מהר״ץ מזידיטשוב,Khal-Hasidim2024-9-25,1,Khal-Hasidim2024-9-25,H-LOC_92,"סיפר הרב הצדיק איש אלקים מהר״צ מזידיטשוב ז""ל. מהתגלגלות הסבות מאדון הסבות איך
                    שבא למעזיביז וראה גודל קדושת הרב הקדוש
                    הנ""ל. הרב הצדיק מהר""צ הי' מסתופף בצל הקודש ",phonetic,phonetic+trigram,0.583,Tsadik_058.002,הצדיק מזידיטשוב,Tsvi Hirsh Eichenstein,Tsadik_058.002(0.58)
